Date,Away Team,Home Odds,Draw Odds,Away Odds
20141220,15,1.77,3.96,4.0
20141220,4,1.94,3.95,3.37
20141220,17,1.75,4.01,4.16
20141219,5,2.14,3.84,2.94
20141219,24,2.7,3.61,2.41
20141219,12,2.15,3.84,2.95
20141219,10,2.51,3.74,2.52
20141219,7,2.91,3.72,2.21
20141218,14,2.19,3.7,2.96
20141218,2,1.59,4.46,4.79
20141218,10,2.32,3.74,2.74
20141218,15,2.13,3.75,3.04
20141218,11,3.01,3.79,2.13
20141218,19,2.59,3.71,2.46
20141218,9,1.77,4.19,3.86
20141217,5,1.92,4.1,3.28
20141217,24,2.17,3.85,2.91
20141217,18,2.17,3.71,3.02
20141216,2,2.03,3.82,3.12
20141216,0,2.73,3.68,2.28
20141216,8,1.9,3.93,3.56
20141216,24,2.16,3.68,3.02
20141216,29,2.16,3.74,2.96
20141216,16,1.72,4.09,4.19
20141216,20,1.82,3.95,3.84
20141216,19,2.8,3.73,2.3
20141216,27,1.75,3.97,4.15
20141216,10,2.53,3.77,2.49
20141216,7,2.4,3.87,2.6
20141215,18,3.03,3.7,2.15
20141215,6,1.79,4.08,3.84
20141215,7,2.28,3.95,2.75
20141214,0,3.2,3.81,2.05
20141214,23,1.75,4.24,3.91
20141214,29,2.96,3.93,2.14
20141213,22,2.3,3.7,2.79
20141213,14,3.27,3.93,1.99
20141213,0,2.11,3.78,3.09
20141213,6,2.07,3.83,3.14
20141213,8,3.16,3.8,2.06
20141213,15,2.88,3.73,2.24
20141213,1,2.54,3.9,2.48
20141213,21,2.85,3.93,2.23
20141213,25,2.47,3.66,2.59
20141213,7,2.54,3.69,2.52
20141213,10,2.31,3.66,2.81
20141213,18,1.74,4.04,4.11
20141213,27,2.03,3.85,3.23
20141212,10,3.46,3.94,1.92
20141212,15,1.78,4.01,3.94
20141212,29,2.16,3.79,2.99
20141212,23,1.85,4.03,3.64
20141211,8,2.25,3.65,2.89
20141211,22,3.24,3.78,2.05
20141211,3,2.66,3.77,2.39
20141211,12,2.0,3.86,3.3
20141211,29,3.06,3.74,2.13
20141211,27,1.74,4.18,4.01
20141211,21,2.81,3.65,2.31
20141211,23,3.26,3.84,2.01
20141211,6,2.23,3.74,2.86
20141211,20,1.87,3.86,3.69
20141210,2,1.63,4.39,4.43
20141210,11,1.79,4.04,3.88
20141209,2,1.74,4.25,3.92
20141209,22,3.14,3.9,2.05
20141209,3,2.24,3.76,2.85
20141209,12,2.21,3.72,2.91
20141209,29,3.98,4.07,1.77
20141209,26,2.26,3.71,2.86
20141209,19,1.93,3.83,3.51
20141209,23,2.12,3.85,3.0
20141209,4,2.29,3.77,2.75
20141209,21,3.98,3.99,1.78
20141208,15,1.81,4.04,3.79
20141208,6,2.47,3.73,2.56
20141208,1,2.19,3.85,2.87
20141207,28,3.08,4.0,2.05
20141207,26,2.99,3.85,2.12
20141207,25,2.96,3.73,2.2
20141207,10,2.58,3.75,2.45
20141206,28,2.47,3.67,2.59
20141206,24,2.99,3.76,2.15
20141206,13,2.29,3.62,2.86
20141206,0,2.05,3.85,3.23
20141206,16,1.79,4.05,3.87
20141206,21,2.4,3.62,2.68
20141206,19,2.58,3.56,2.53
20141206,20,1.65,4.34,4.48
20141206,26,2.68,3.72,2.37
20141206,4,1.79,4.06,3.86
20141206,14,2.32,3.8,2.71
20141206,18,1.8,4.09,3.76
20141205,13,1.83,3.9,3.84
20141205,10,2.27,3.79,2.76
20141205,9,2.09,3.83,3.08
20141204,24,2.29,3.75,2.76
20141204,29,2.97,3.71,2.17
20141204,9,2.11,3.94,2.96
20141204,14,2.11,3.75,3.07
20141204,5,1.89,3.91,3.53
20141204,20,2.15,3.79,2.94
20141204,12,2.85,3.66,2.27
20141204,16,1.42,5.07,6.14
20141204,6,1.87,3.98,3.56
20141204,19,2.69,3.7,2.37
20141204,26,2.08,3.89,3.01
20141203,4,1.69,4.26,4.2
20141203,2,1.88,3.95,3.5
20141203,14,2.03,3.84,3.18
20141203,13,2.18,3.8,2.9
20141202,24,2.09,3.75,3.11
20141202,4,1.87,3.95,3.6
20141202,17,2.02,3.79,3.3
20141202,7,3.85,4.0,1.8
20141202,15,1.76,4.08,3.99
20141202,5,2.17,3.9,2.87
20141202,22,2.99,3.73,2.16
20141202,18,1.88,3.94,3.6
20141202,6,1.71,4.25,4.08
20141202,26,2.43,3.75,2.61
20141201,24,2.21,3.8,2.84
20141201,17,2.48,3.75,2.53
20141201,13,2.59,3.75,2.43
20141201,15,2.31,3.73,2.73
20141201,7,2.4,3.7,2.65
20141130,26,2.25,3.7,2.87
20141129,10,2.18,3.7,2.98
20141129,23,2.38,3.64,2.71
20141129,21,2.25,3.61,2.91
20141129,5,2.13,3.74,3.08
20141129,14,2.39,3.58,2.72
20141129,20,1.68,4.26,4.3
20141129,1,3.73,4.03,1.83
20141129,16,1.52,4.46,5.46
20141129,6,1.87,3.94,3.63
20141129,18,1.72,4.1,4.23
20141129,19,2.08,3.86,3.11
20141129,4,1.9,3.89,3.56
20141128,8,2.38,3.76,2.63
20141128,2,1.56,4.61,4.7
20141128,18,2.56,3.64,2.53
20141128,3,1.98,3.8,3.33
20141128,13,3.84,4.05,1.79
20141128,26,2.96,3.8,2.14
20141128,25,2.82,3.71,2.25
20141128,27,1.64,4.33,4.44
20141128,12,2.41,3.81,2.6
20141128,21,2.49,3.72,2.55
20141128,0,2.4,3.79,2.63
20141127,2,1.65,4.24,4.41
20141126,23,1.8,4.04,3.78
20141126,21,3.65,3.93,1.86
20141126,29,2.13,3.81,2.99
20141126,4,1.91,3.93,3.46
20141126,27,2.33,3.73,2.71
20141126,11,1.76,4.2,3.88
20141126,0,2.06,3.88,3.06
20141126,3,3.18,3.83,2.03
20141126,19,2.03,3.95,3.09
20141125,23,1.91,4.03,3.48
20141125,6,2.04,3.87,3.17
20141125,9,2.28,3.77,2.8
20141125,2,1.81,4.0,3.83
20141125,29,2.3,3.78,2.76
20141125,18,1.68,4.25,4.3
20141125,3,2.5,3.75,2.54
20141124,18,2.0,3.98,3.23
20141124,8,2.84,3.69,2.27
20141124,1,2.81,3.75,2.27
20141124,4,2.01,3.99,3.15
20141123,21,2.65,3.74,2.37
20141123,17,1.71,4.29,4.06
20141123,13,2.15,3.83,2.95
20141123,14,2.71,3.64,2.38
20141122,17,1.89,3.85,3.63
20141122,6,2.04,3.9,3.33
20141122,21,3.58,4.06,1.86
20141122,27,2.23,3.71,2.9
20141122,29,2.81,3.49,2.39
20141122,15,1.85,3.88,3.78
20141122,13,2.39,3.6,2.71
20141122,1,2.77,3.81,2.26
20141122,20,1.9,3.93,3.55
20141122,8,2.12,3.8,3.05
20141122,25,2.53,3.7,2.52
20141122,16,1.54,4.55,5.13
20141122,14,3.14,3.69,2.11
20141121,6,2.46,3.54,2.65
20141121,24,2.7,3.86,2.29
20141121,12,1.93,4.01,3.35
20141120,27,1.75,4.11,4.0
20141120,15,1.91,3.89,3.24
20141120,10,2.82,3.66,2.29
20141120,21,3.21,3.9,2.01
20141120,19,2.59,3.56,2.52
20141120,17,2.02,3.9,3.19
20141120,25,2.45,3.68,2.6
20141120,14,2.78,3.64,2.33
20141120,22,2.64,3.63,2.44
20141120,7,2.81,3.96,2.17
20141120,8,2.8,3.88,2.21
20141119,26,2.95,3.76,2.16
20141119,4,2.09,3.81,3.09
20141118,15,1.79,4.0,3.88
20141118,19,2.67,3.75,2.39
20141118,10,2.79,3.71,2.28
20141118,27,1.95,3.88,3.41
20141118,6,2.27,3.7,2.81
20141118,28,4.23,4.16,1.7
20141118,1,2.75,3.69,2.34
20141118,22,2.43,3.67,2.62
20141118,14,2.6,3.63,2.48
20141118,25,2.73,3.7,2.33
20141118,7,2.21,3.9,2.79
20141117,7,2.47,3.79,2.54
20141116,17,2.3,3.8,2.73
20141116,15,1.79,4.11,3.83
20141116,5,1.74,4.11,4.09
20141116,13,2.03,3.82,3.2
20141116,28,2.81,3.73,2.28
20141116,3,1.95,3.78,3.45
20141115,18,2.36,3.8,2.64
20141115,19,1.85,3.95,3.69
20141115,11,3.8,4.08,1.8
20141115,28,3.08,3.72,2.11
20141115,4,2.01,3.86,3.28
20141115,3,2.05,3.73,3.25
20141115,9,2.53,3.64,2.55
20141115,0,1.9,3.99,3.49
20141115,12,1.98,3.93,3.29
20141115,10,2.21,3.65,2.97
20141115,8,2.33,3.65,2.75
20141115,27,1.78,4.1,3.86
20141114,17,1.75,4.05,4.05
20141114,21,2.77,3.66,2.32
20141114,12,2.75,3.77,2.3
20141114,1,3.02,3.85,2.11
20141114,20,1.78,4.2,3.9
20141114,6,2.0,3.66,3.41
20141113,5,2.07,3.81,3.11
20141113,18,2.71,3.73,2.35
20141113,17,2.18,3.82,2.88
20141113,16,1.45,4.73,5.99
20141113,22,2.0,3.79,3.33
20141113,24,2.32,3.74,2.75
20141113,28,2.13,3.88,2.94
20141113,3,2.39,3.7,2.66
20141113,9,1.92,4.0,3.39
20141112,29,2.42,3.66,2.63
20141112,24,2.78,3.76,2.27
20141111,18,2.03,3.74,3.26
20141111,5,2.63,3.61,2.46
20141111,7,2.07,3.83,3.11
20141111,2,1.82,3.9,3.86
20141111,16,1.41,5.07,6.45
20141111,28,3.26,3.79,2.02
20141111,3,2.06,3.8,3.19
20141111,8,2.78,3.65,2.32
20141111,9,2.15,3.84,2.93
20141111,1,3.06,3.91,2.06
20141111,20,1.77,4.06,3.94
20141110,6,1.84,3.95,3.71
20141110,23,2.43,3.7,2.62
20141109,26,1.99,3.95,3.26
20141109,28,1.95,3.85,3.44
20141109,7,2.29,3.69,2.82
20141109,2,1.8,4.0,3.84
20141109,11,2.2,3.79,2.89
20141108,26,2.15,3.61,3.05
20141108,12,2.67,3.79,2.35
20141108,28,2.56,3.7,2.5
20141108,22,1.98,3.74,3.41
20141108,27,1.93,3.89,3.45
20141108,1,5.69,4.73,1.48
20141108,7,3.61,4.01,1.86
20141108,8,2.35,3.64,2.75
20141108,3,2.31,3.74,2.75
20141108,9,2.11,3.89,2.99
20141108,0,2.34,3.77,2.7
20141108,23,2.41,3.68,2.65
20141107,17,1.82,4.04,3.74
20141107,19,1.83,3.99,3.74
20141107,6,1.89,3.88,3.59
20141107,2,2.65,3.59,2.45
20141107,20,2.1,3.65,3.19
20141106,12,1.93,3.98,3.39
20141106,26,2.15,3.8,2.95
20141106,11,2.31,3.85,2.69
20141106,22,2.17,3.84,2.91
20141106,6,1.9,3.83,3.6
20141106,1,3.21,3.95,2.0
20141106,8,2.62,3.66,2.44
20141106,23,1.87,3.95,3.61
20141106,2,1.69,4.33,4.14
20141106,15,2.03,3.89,3.19
20141105,12,2.02,3.94,3.18
20141105,25,2.38,3.68,2.7
20141105,13,3.46,3.91,1.93
20141104,11,2.53,3.71,2.52
20141104,26,2.3,3.74,2.78
20141104,29,2.38,3.64,2.71
20141104,1,2.38,3.71,2.66
20141104,22,2.5,3.59,2.59
20141104,21,2.81,3.74,2.28
20141104,14,2.5,3.59,2.59
20141104,25,2.84,3.76,2.25
20141104,15,1.77,4.05,3.95
20141104,27,2.3,3.7,2.8
20141104,2,1.87,3.94,3.58
20141104,23,1.97,3.88,3.39
20141103,14,2.75,3.79,2.3
20141102,22,2.33,3.73,2.74
20141102,3,1.66,4.31,4.38
20141102,10,2.76,3.8,2.29
20141102,23,1.88,3.94,3.64
20141102,17,1.83,4.01,3.74
20141102,25,4.86,4.26,1.61
20141102,29,3.7,3.97,1.88
20141101,12,2.04,3.79,3.26
20141101,26,2.98,3.6,2.22
20141101,5,1.94,3.94,3.39
20141101,9,2.04,3.71,3.27
20141101,18,1.91,3.93,3.54
20141101,17,2.65,3.74,2.4
20141101,4,2.71,3.74,2.35
20141101,20,1.81,3.93,3.91
20141101,3,2.02,3.8,3.26
20141101,16,1.4,5.21,6.46
20141101,19,2.11,3.79,3.05
20141101,21,3.32,3.99,1.96
20141031,22,2.81,3.78,2.27
20141031,10,2.29,3.82,2.73
20141031,29,2.26,3.73,2.84
20141031,11,2.79,3.7,2.31
20141030,13,2.21,3.64,2.95
20141030,12,2.25,3.7,2.89
20141030,28,2.31,3.6,2.83
20141030,10,2.52,3.74,2.52
20141030,17,2.38,3.77,2.63
20141030,21,3.02,3.87,2.09
20141030,4,1.99,3.94,3.26
20141030,24,4.15,4.21,1.7
20141030,3,2.19,3.85,2.88
20141030,29,1.99,3.93,3.26
20141029,22,2.66,3.8,2.34
20141029,25,2.25,3.67,2.89
20141028,27,1.71,4.26,4.11
20141028,13,2.64,3.68,2.43
20141028,28,2.62,3.76,2.41
20141028,10,2.05,3.86,3.14
20141028,14,2.46,3.66,2.61
20141028,17,1.98,3.9,3.3
20141028,16,1.7,4.21,4.2
20141028,8,1.96,3.84,3.43
20141028,18,2.49,3.64,2.59
20141028,3,1.92,3.99,3.45
20141028,29,2.75,3.7,2.34
20141028,6,1.79,4.09,3.83
20141027,13,2.92,3.81,2.19
20141027,8,2.45,3.69,2.62
20141026,19,2.06,4.1,3.02
20141026,28,1.94,4.11,3.27
20141026,18,1.74,4.38,3.89
20141026,20,1.83,4.04,3.68
20141026,9,2.66,3.92,2.3
20141025,19,2.76,3.85,2.27
20141025,15,2.1,4.0,3.01
20141025,7,1.95,4.2,2.9
20141025,1,2.6,4.0,2.2
20141025,21,2.4,3.9,2.4
20141025,0,2.15,3.95,2.92
20141025,5,2.21,3.87,2.84
20141025,6,2.1,3.97,2.97
20141025,25,2.46,3.89,2.51
20141025,24,2.62,3.89,2.36
20141025,16,1.45,4.95,5.91
20141024,20,1.76,4.31,3.81
20141024,27,1.99,4.1,3.16
20141024,26,2.1,4.01,2.98
20141024,7,2.61,3.85,2.35
20141024,5,2.28,3.95,2.68
20141023,16,1.44,4.84,6.15
20141023,20,1.86,4.18,3.48
20141023,27,1.97,4.18,3.19
20141023,17,1.8,4.27,3.7
20141023,21,2.87,4.01,2.14
20141023,26,2.02,3.99,3.14
20141023,1,2.59,3.95,2.35
20141023,12,1.92,4.2,3.3
20141022,16,1.46,4.96,5.71
20141022,19,3.0,4.01,2.06
20141022,4,1.67,4.4,4.18
20141021,7,2.4,3.86,2.5
20141021,15,1.93,3.98,3.41
20141021,4,1.76,4.28,3.8
20141021,26,2.21,3.89,2.83
20141021,17,1.98,4.22,3.12
20141021,27,2.04,4.1,3.04
20141021,25,2.1,4.03,2.96
20141021,28,2.19,3.95,2.85
20141021,0,2.35,3.83,2.68
20141021,11,2.06,4.07,3.01
20141020,7,3.21,4.29,1.93
20141019,14,2.18,3.95,2.87
20141019,23,2.05,4.07,3.04
20141019,28,2.42,3.79,2.61
20141019,8,2.08,3.95,3.04
20141018,7,2.47,3.91,2.49
20141018,14,2.83,4.03,2.18
20141018,22,1.68,4.45,4.13
20141018,4,1.98,4.09,3.21
20141018,24,4.0,4.29,1.73
20141018,11,2.23,4.02,2.75
20141018,9,1.96,4.13,3.21
20141018,28,2.63,3.87,2.35
20141018,20,2.19,3.94,2.83
20141018,12,1.94,4.2,3.22
20141018,15,1.72,4.41,3.95
20141017,8,2.12,4.06,2.89
20141017,26,3.06,4.05,2.04
20141017,22,2.32,3.96,2.62
20141017,25,2.29,3.95,2.65
20141017,15,2.66,3.81,2.36
20141017,23,1.83,4.23,3.59
20141016,14,2.24,3.83,2.82
20141016,24,2.34,3.84,2.68
20141016,9,2.46,3.91,2.51
20141016,28,2.63,3.99,2.3
20141016,27,1.66,4.49,4.19
20141016,5,1.87,4.26,3.39
20141016,6,2.23,3.9,2.78
20141015,2,1.79,4.38,3.65
20141015,23,1.53,4.68,5.11
20141015,24,2.72,3.89,2.29
20141014,2,1.64,4.68,4.19
20141014,23,1.85,4.3,3.46
20141014,16,1.85,4.19,3.53
20141014,6,2.25,3.97,2.71
20141014,9,2.38,3.97,2.57
20141014,5,2.28,3.96,2.67
20141014,12,2.19,4.02,2.79
20141014,10,2.63,4.0,2.31
20141014,28,2.58,3.96,2.34
20141013,18,2.61,4.01,2.37
20141013,13,2.07,4.16,2.99
20141013,10,3.63,4.34,1.81
20141013,9,1.95,4.15,3.27
20141012,3,1.77,4.29,3.87
20141012,11,1.86,4.19,3.58
20141011,3,1.8,4.31,3.71
20141011,2,1.83,4.21,3.64
20141011,29,2.95,4.08,2.21
20141011,8,2.31,3.89,2.73
20141011,16,1.57,4.65,4.88
20141011,5,2.4,3.97,2.58
20141011,19,1.94,4.08,3.39
20141011,0,2.41,3.89,2.61
20141011,10,2.37,4.0,2.61
20141011,6,2.72,3.9,2.31
20141011,27,1.88,4.23,3.44
20141011,1,2.91,4.15,2.11
20141011,13,2.46,3.99,2.51
20141011,23,1.71,4.34,4.11
20141011,18,1.85,4.23,3.55
20141010,12,2.77,3.96,2.24
20141009,3,2.18,3.95,3.08
20141009,23,2.12,3.99,2.98
20141009,9,2.22,3.89,2.85
20141009,21,2.68,3.89,2.35
20141009,18,2.2,3.99,2.86
20141009,0,2.0,3.95,3.29
20141009,24,2.61,3.85,2.42
20141009,15,1.76,4.35,3.84
20141009,20,2.69,4.01,2.3
20141009,6,2.33,3.84,2.71
20141009,10,2.01,4.12,3.13
20141009,13,2.11,4.06,2.98
20141008,26,2.76,3.94,2.28
20141008,28,2.11,4.05,2.98
20141008,4,1.82,4.15,3.76
20141008,13,2.43,3.9,2.57
20141004,28,2.28,4.23,2.69
20141004,9,2.06,4.25,3.1
20141004,2,2.01,4.28,3.2
20141004,14,2.38,4.13,2.62
20141004,23,2.14,4.2,2.95
20141004,22,2.11,4.25,2.99
20141004,18,1.86,4.5,3.55
20141004,0,2.32,4.13,2.69
20141004,15,1.83,4.5,4.1
20141003,28,2.53,4.18,2.35
20141003,25,2.3,4.18,2.59
20141003,24,2.51,4.2,2.37
20141003,13,2.4,4.13,2.51
20141003,16,2.28,4.18,2.64
20141003,21,2.26,4.25,2.64
20141002,29,2.7,4.4,2.18
20141002,26,2.39,4.13,2.52
20141002,8,1.77,4.5,3.75
20141002,7,2.45,4.05,2.35
20141002,12,2.1,4.05,2.75
20141002,4,2.2,4.1,2.6
20141001,13,1.8,4.48,3.6
20141001,1,2.43,4.15,2.48
20141001,19,2.22,4.28,2.71
20141001,27,1.85,4.43,3.43
20140930,7,2.38,4.08,2.53
20140930,27,1.85,4.38,3.45
20140930,18,2.25,4.1,2.67
20140930,12,1.76,4.48,3.73
20140930,0,2.02,4.45,2.98
20140929,17,2.09,4.15,2.94
20140929,15,1.92,4.28,3.25
20140929,1,2.39,4.1,2.51
20140929,20,2.32,4.1,2.6
20140929,11,2.12,4.15,2.89
20140929,4,2.0,4.25,3.08
20140928,23,1.82,4.35,3.6
20140928,4,2.35,4.13,2.55
20140928,16,1.83,4.33,3.55
20140928,21,2.84,4.23,2.13
20140928,19,2.09,4.18,2.93
20140927,10,2.16,4.13,2.81
20140927,5,2.06,4.18,3.0
20140927,24,2.44,4.05,2.47
20140926,17,1.88,4.3,3.4
20140926,23,1.9,4.3,3.35
20140926,0,1.9,4.25,3.38
20140926,13,2.21,4.13,2.72
20140926,6,2.49,4.1,2.4
20140926,5,1.98,4.18,3.18
20140926,11,2.52,4.15,2.36
20140926,24,2.41,4.2,2.45
20140925,26,2.46,4.3,2.5
20140925,7,2.4,4.3,2.56
20140925,20,1.78,4.7,3.8
20140925,21,2.42,4.35,2.52
20140925,9,2.03,4.35,3.16
20140925,6,2.24,4.3,2.76
20140925,8,1.99,4.6,3.14
20140924,5,2.47,4.15,2.41
20140924,19,1.9,4.15,3.15
20140924,17,2.46,4.3,2.5
20140924,27,2.02,4.23,3.05
20140923,25,1.86,4.4,3.38
20140923,24,2.39,4.18,2.49
20140923,22,2.17,4.3,2.72
20140923,4,2.33,4.18,2.54
20140923,1,2.15,4.25,2.77
20140922,8,2.3,3.98,2.54
20140922,6,2.07,4.1,2.85
20140922,11,2.45,3.9,2.2
20140922,19,2.1,3.85,2.65
20140922,25,2.2,4.17,2.61
20140921,14,2.6,3.65,2.15
20140921,20,2.23,4.0,2.5
20160509,5,1.95,3.87,3.32
20160507,22,1.95,3.82,3.31
20160507,1,2.02,3.91,3.08
20160506,7,2.5,3.74,2.45
20160505,5,2.02,3.89,3.1
20160503,28,2.33,3.69,2.69
20160503,7,2.46,3.62,2.57
20160430,1,2.21,4.01,2.71
20160429,22,1.99,3.81,3.26
20160429,14,2.35,3.78,2.62
20160427,12,2.02,3.67,3.36
20160425,10,2.61,3.72,2.37
20160424,19,3.55,3.81,1.9
20160423,22,1.96,3.89,3.28
20160422,28,2.13,3.85,2.94
20160422,8,1.78,3.95,3.9
20160422,12,1.95,3.95,3.24
20160422,4,1.63,4.25,4.44
20160421,10,2.45,3.65,2.5
20160421,1,2.57,3.72,2.33
20160421,25,2.04,3.73,3.11
20160420,5,2.71,3.66,2.27
20160420,15,2.42,3.69,2.52
20160420,19,3.24,3.81,1.96
20160419,10,2.45,3.67,2.48
20160419,7,2.24,3.64,2.77
20160419,1,2.54,3.73,2.38
20160418,5,2.63,3.72,2.31
20160418,19,3.02,3.69,2.09
20160417,15,2.35,3.69,2.58
20160417,7,2.29,3.66,2.67
20160416,28,2.06,3.76,3.0
20160416,8,1.75,4.01,3.8
20160416,4,1.68,4.03,4.22
20160415,22,1.98,3.76,3.23
20160415,21,2.39,3.53,2.72
20160415,12,1.99,3.77,3.16
20160415,25,1.97,3.76,3.24
20160414,8,1.78,3.96,3.74
20160414,12,2.07,3.71,3.02
20160414,4,1.71,4.02,4.07
20160413,0,1.96,3.82,3.21
20160413,25,1.97,3.74,3.26
20160410,10,2.52,3.77,2.36
20160410,4,2.75,3.78,2.19
20160409,17,1.75,4.01,3.74
20160409,3,1.64,4.16,4.23
20160409,2,2.48,3.69,2.44
20160409,22,1.84,3.98,3.41
20160409,19,2.06,3.77,2.96
20160409,16,1.82,3.95,3.51
20160409,21,2.82,3.76,2.16
20160409,27,1.94,3.81,3.25
20160409,23,1.98,3.9,3.1
20160409,7,2.39,3.72,2.51
20160409,11,2.04,3.72,3.07
20160409,10,3.32,3.89,1.9
20160409,1,1.86,3.94,3.39
20160409,18,1.58,4.27,4.62
20160409,25,3.06,3.75,2.02
20160408,20,2.34,3.72,2.58
20160407,10,2.22,3.68,2.77
20160407,3,1.74,4.03,3.83
20160407,26,1.94,3.89,3.22
20160407,14,2.35,3.74,2.55
20160407,9,1.7,4.16,3.91
20160407,17,1.68,4.13,4.06
20160407,15,2.63,3.77,2.26
20160407,25,2.02,3.79,3.08
20160407,13,2.12,3.72,2.92
20160407,7,3.05,3.61,2.07
20160407,12,2.1,3.73,2.93
20160407,11,1.53,4.4,4.73
20160407,1,2.22,3.74,2.73
20160406,4,2.24,3.71,2.73
20160406,26,2.0,3.82,3.11
20160406,20,2.55,3.76,2.32
20160405,3,1.62,4.19,4.3
20160405,29,3.07,3.77,2.02
20160405,17,1.63,4.24,4.24
20160405,28,2.34,3.67,2.61
20160405,9,1.7,4.03,3.99
20160405,15,2.85,3.75,2.13
20160405,7,2.07,3.75,2.99
20160405,1,3.5,3.97,1.81
20160405,27,1.72,4.06,3.95
20160405,16,2.22,3.61,2.81
20160405,12,1.82,3.91,3.61
20160404,29,3.71,3.93,1.79
20160404,17,1.68,4.04,4.1
20160404,15,3.16,3.83,1.96
20160404,0,3.1,3.9,1.99
20160404,7,2.36,3.66,2.6
20160403,5,1.99,3.87,3.09
20160403,14,3.07,3.71,2.04
20160403,8,3.01,3.76,2.06
20160403,4,2.01,3.85,3.07
20160403,24,2.34,3.75,2.55
20160402,19,3.11,3.74,2.0
20160402,23,2.1,3.76,2.89
20160402,28,2.24,3.7,2.69
20160402,20,2.14,3.75,2.83
20160402,13,1.77,3.99,3.72
20160402,16,1.7,4.04,4.02
20160402,6,1.82,3.79,3.71
20160402,25,2.97,3.75,2.07
20160402,5,2.07,3.88,2.95
20160402,1,2.58,3.72,2.31
20160402,18,1.79,3.95,3.62
20160401,26,1.48,4.54,5.19
20160401,19,2.78,3.73,2.2
20160401,24,1.99,3.73,3.18
20160401,21,3.16,3.78,1.98
20160401,8,2.28,3.71,2.67
20160331,23,1.57,4.32,4.65
20160331,26,1.57,4.2,4.69
20160331,17,1.71,4.17,3.88
20160331,18,1.63,4.2,4.26
20160331,6,1.81,3.95,3.65
20160331,13,1.64,4.17,4.26
20160331,11,2.13,3.74,2.86
20160331,0,3.19,3.81,1.97
20160331,20,1.82,4.03,3.48
20160331,22,2.1,3.77,2.89
20160330,23,1.62,4.26,4.33
20160330,19,2.35,3.69,2.58
20160330,18,2.26,3.78,2.64
20160329,28,3.5,3.91,1.84
20160329,22,2.2,3.86,2.73
20160329,9,1.63,4.07,4.31
20160329,21,2.21,3.7,2.75
20160329,11,1.6,4.18,4.43
20160329,25,2.94,3.76,2.07
20160329,24,3.19,3.72,1.99
20160329,27,1.91,3.86,3.33
20160329,16,1.6,4.28,4.37
20160328,23,2.31,3.72,2.6
20160328,29,2.41,3.64,2.53
20160328,10,3.17,3.83,1.96
20160328,9,1.68,4.0,4.14
20160328,16,1.93,3.8,3.27
20160328,11,1.68,4.08,4.01
20160328,3,1.8,4.04,3.52
20160328,20,1.68,4.14,3.98
20160327,21,3.36,3.93,1.87
20160327,1,2.21,3.7,2.75
20160327,6,2.27,3.59,2.76
20160326,4,2.75,3.71,2.2
20160326,21,3.03,3.89,2.0
20160326,2,1.6,4.18,4.48
20160326,20,1.8,3.94,3.61
20160326,12,2.53,3.71,2.36
20160326,0,3.05,3.87,2.02
20160326,10,2.89,3.78,2.08
20160326,15,2.31,3.71,2.62
20160326,24,3.22,3.9,1.93
20160326,14,2.05,3.76,3.02
20160326,5,2.1,3.88,2.83
20160326,8,2.81,3.72,2.18
20160326,1,2.49,3.68,2.43
20160326,3,2.27,3.73,2.64
20160325,26,1.53,4.23,4.97
20160325,12,2.02,3.76,3.06
20160325,19,3.66,3.84,1.82
20160324,2,1.69,3.98,4.05
20160324,5,2.91,3.9,2.06
20160324,4,2.74,3.7,2.23
20160324,23,1.84,3.94,3.46
20160324,26,1.56,4.24,4.77
20160324,29,3.27,3.79,1.93
20160324,13,1.72,3.98,3.91
20160324,10,3.59,3.9,1.82
20160324,15,2.33,3.72,2.57
20160324,27,2.12,3.74,2.85
20160324,6,1.56,4.23,4.77
20160323,24,2.22,3.69,2.75
20160323,18,1.78,3.96,3.66
20160322,14,2.18,3.71,2.78
20160322,2,2.33,3.7,2.57
20160322,5,2.12,3.78,2.82
20160322,29,2.34,3.6,2.62
20160322,26,2.07,3.73,2.97
20160322,10,3.44,3.91,1.85
20160322,19,3.02,3.91,2.01
20160322,25,2.06,3.71,3.01
20160322,16,2.19,3.77,2.75
20160322,4,2.5,3.7,2.39
20160321,29,2.29,3.65,2.64
20160321,4,2.18,3.71,2.79
20160321,23,2.34,3.74,2.55
20160321,15,2.05,3.74,3.02
20160320,17,1.65,4.18,4.09
20160320,9,2.2,3.76,2.71
20160320,8,1.86,3.78,3.48
20160320,23,2.39,3.85,2.46
20160320,19,2.55,3.68,2.37
20160320,20,2.56,3.69,2.34
20160320,10,3.31,3.85,1.92
20160319,24,1.88,3.74,3.42
20160319,7,3.32,3.83,1.9
20160319,14,3.6,3.83,1.82
20160319,12,2.2,3.89,2.68
20160319,6,2.03,3.74,3.04
20160319,25,2.07,3.74,2.94
20160319,13,2.11,3.85,2.82
20160319,16,2.28,3.75,2.61
20160319,0,2.13,3.74,2.85
20160319,27,1.89,3.77,3.37
20160319,1,2.42,3.7,2.48
20160318,24,1.96,3.81,3.14
20160318,9,2.21,3.85,2.68
20160318,26,2.02,3.73,3.05
20160318,21,2.99,3.76,2.05
20160318,18,2.35,3.74,2.54
20160318,22,1.93,3.77,3.23
20160317,0,1.91,3.77,3.39
20160317,28,3.28,3.89,1.9
20160317,7,2.36,3.76,2.51
20160317,12,2.06,3.75,2.98
